o1c2c(c(=O)c(c3ccc(OC)cc3)c1)c(O)cc(O)c2	-7.2
P(=O)(OC[C@@H]1O[C@@H]([n+]2cc(ccc2)C(=O)N)[C@H](O)[C@H]1O)(O)O	-6.7
S(=O)(=O)(O)c1c2c(cccc2Nc2ccccc2)ccc1	-6.6
O=C(N(Cc1n(c2c(c1)cccc2)C)C)/C=C/c1ccc(nc1)N	-7.4
O=c1nc([nH]c2c1cc1[nH]cnc1c2)N	-6.3
S1[C@@H](n2ccc(nc2=O)N)CO[C@H]1CO	-5.8
O=c1n(CC(=O)N(Cc2ccccc2)CC)c2nc(ncc2n1C)c1ccccc1	-7.5
S(=O)(=O)(Nc1noc(c1C)C)c1c(c2c(cc(CN3C(=O)C4(N=C3CCCC)CCCC4)cc2)COCC)cccc1	-7.8
O1[C@@H]([C@H]2c3c(C(=O)c4c2cccc4O)c(O)cc(c3)CO)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	-8.1
O1[C@@H]([n+]2c3NC=N[C@@H](O)c3[nH]c2)[C@H](O)[C@H](O)[C@H]1CO	-6.8
FC(F)[C@H]1N(c2nc3n(CCOc4c3ccc(N[C@@H](C)C(=O)N)c4)c2)C(=O)OC1	-8.1
O=c1n(c(=O)n(c2nc(N3C[C@H](N)CCC3)n(c12)Cc1c(cccc1)C#N)C)C	-7.4
Clc1c(OCc2ccc(C(C)C)cc2)ccc(CC(=O)NCCN)c1	-6.7
O(c1cc(ccc1OC)/C=C/C(=O)Nc1c(cccc1)C(=O)O)C	-6.8
O(c1cc(N(C[C@H]2CCC3=C(C2)C(=N[C@@H](N3)N)N)C)cc(OC)c1OC)C	-6.8
OC(=O)c1cc(c2ccc(cc2)c2ccccc2)cc(c1)C(=O)N	-7.3
S(=O)(=O)(c1ccc(c2nc(on2)[C@H]([C@H](N)C(=O)N2CCCC2)C)cc1)C	-7.1
S(=O)(=O)(NC(=O)NC(C)C)c1c(Nc2cc(ccc2)C)ccnc1	-7.7
O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)CCC2=O	-6.6
O=c1n(c2ccccc2)cc(cc1)C	-5.5
O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1c1oc(nn1)C)CO	-6.2
Clc1c(N2c3c(c(cc(C4CCNCC4)c3)c3c(F)cc(F)cc3)CCC2=O)c(Cl)ccc1	-8.4
OCCC(=O)C	-3.5
O=C1C(=CC(=O)c2n(c(c(c12)CO)CCCO)C)N1CC1	-6.2
O([C@](c1ccccc1)(c1ncccc1)C)CCN(C)C	-5.9
O(c1cc(C[C@H]2NC(=O)NC2)ccc1OC)CCCC	-6.4
O=C1N(CCc2c1n(nc2C(=O)N)c1ccc(OC)cc1)c1ccc(N2CCCCC2=O)cc1	-8.0
S1[C@H]2N(C(=O)[C@@H]2[C@H](O)C)C(=C1S[C@H]1CC[S@@](=O)C1)C(=O)O	-6.0
Oc1c([C@H]2[C@@H](CCC(=C2)C)C(=C)C)c(O)cc(c1)CCCCC	-6.1
O(C(=O)C1(CCN(CC1)CCc1ccc(N)cc1)c1ccccc1)CC	-6.6
S(=O)(=O)(N)c1ccc(NC(=O)c2c(S)cccc2)cc1	-6.2
ClCOC(=O)[C@]1(O)[C@@]2([C@H]([C@H]3[C@H]([C@@H](O)C2)[C@@]2(C(=CC(=O)C=C2)CC3)C)CC1)C	-6.8
S(=O)(=O)(O)CCNC(CO)(CO)CO	-4.8
s1c(C/C(=C\c2n(c(nc2)CCCC)Cc2ccc(cc2)C(=O)O)/C(=O)O)ccc1	-6.8
OC(=O)[C@H](NC)CC(C)C	-4.7
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2N1C(N[C@@H](C1=O)c1ccccc1)(C)C	-7.8
FC(F)(F)c1cc(N2c3c(Oc4c2cccc4C(=O)O)c(ccc3)C(=O)O)ccc1	-8.6
FC(F)(F)c1cc(Oc2c3c(nc(OC)cc3C)c(N[C@@H](CCCN)C)cc2OC)ccc1	-7.6
[P@@](=O)(Oc1ccc([N+](=O)[O-])cc1)(O)C	-5.1
[nH]1c2c(ccc(c3cc(CNc4c(nccc4)N)ccc3)c2)cc1	-7.9
S(=O)(=O)(OC[C@H]([NH3+])C(=O)O)[O-]	-4.7
Ic1c(c(I)c(c(I)c1NC(=O)C)C(=O)O)C(=O)NCCO	-5.5
Clc1c(c(NC(=O)[C@@H]2CN(C3CCCCC3)C(=O)C2)ccc1)C	-7.2
Clc1ccc(C2(O)CCN(CC2)CCCC(=O)c2ccc(F)cc2)cc1	-6.8
o1c(c2cc(O)c(OC)cc2)cc(=O)c2c1cc(O)cc2O	-7.4
S1[C@H]2N(C(=O)[C@H]2NC(=O)/C(=N\OC)/c2nc(sc2)N)C(=C(C1)CSc1n([nH]c(=O)c(=O)n1)C)C(=O)O	-7.7
P(=O)(OCc1c(CN[C@](CCC(=O)O)(C)C(=O)O)c(O)c(nc1)C)(O)O	-6.8
O1[C@@]2([C@]1(C[C@@H](O)CC2(C)C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/[C@@]12O[C@@]1(C[C@@H](O)CC2(C)C)C)\C)\C)/C)/C	-5.5
S(c1c(N2CCNCC2)cccc1)c1c(cc(cc1)C)C	-6.5
P(=O)(OC(C)C)(OC(C)C)C(P(=O)(OC(C)C)OC(C)C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1	-5.9
FC(F)(F)c1ccc(c2c(C(=O)Nc3ccc([C@H]4CCN(CC4)[C@H](c4ccccc4)C(=O)OC)cc3)cccc2)cc1	-7.2
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(cc1)C(=O)C	-7.0
S(=O)(=O)(C)C	-2.8
O[C@@H]1[C@@H]2[C@@H]([C@@]3([C@@H](C1)C[C@@H](O)CC3)C)CC[C@]1([C@H]2CCC1=O)C	-7.1
Fc1cc(c2nc(C(=O)N3CC(CCC3)(C)C)ccc2)ccc1C	-7.5
P(=O)(O)(O)C(F)(F)c1ccc(CCCCc2ccc(cc2)C(P(=O)(O)O)(F)F)cc1	-7.4
O=C(N)C(CC[N+]1(CCCCC1)C)(c1ccccc1)c1ccccc1	-6.6
O(c1nc(c(c2c3n(nc2C)c(N[C@@H](CC)C)nc(n3)C)cc1)C)C	-7.3
O=C(Nc1c2c(ccc(c2)C(=N)N)ccc1)c1c(c(O)ccc1)C	-7.9
Fc1cc(C[C@@](O)(C2CCOCC2)[C@H]2OCCNC2)c(OC)cc1	-6.9
O=C1Cc2c(N(c3c1cccc3)C(=O)N)cccc2	-7.1
S(=O)(=O)(N1C[C@@H](N(CC1)C(=O)c1c(nccc1)C)C)c1ccc(cc1)C(F)(F)F	-7.1
Clc1cc(S(=O)(=O)Nc2sc(S(=O)(=O)N)nn2)cc(F)c1N	-6.8
N1C[C@H]2C[C@H](c3c2cc2nccnc2c3)C1	-6.3
Ic1c(C(=O)NCC(=O)O)cccc1	-5.5
O1C(C(=O)N(CC)C1=O)(C)C	-4.3
S(c1nc(nc2n(CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)cnc12)N)c1ccc(OC)cc1	-6.9
O(C(=O)[C@H](N(CCOC)CCOC)CC)c1c(OC)cc(cc1OC)C	-5.0
Clc1c([C@@H](OC(=O)N)Cn2ncnn2)cccc1	-5.5
S([C@H]1C[C@H](N(C1)C(=O)[C@@H](CS)C)C(=O)O)c1ccccc1	-5.7
[32P](=O)([O-])([O-])[O-]	-2.8
O=C([C@@H](CN1CCCCC1)C)c1ccc(cc1)C	-6.1
Ic1cc(F)c(Nc2c(ccc(F)c2F)C(=O)NOC[C@H](O)CO)cc1	-7.5
O=C1N([C@H](Cc2ccc(O)cc2)C(=O)O)C(=O)c2c1cc(cc2)C(=O)O	-7.4
S(c1cc(Nc2ncnc3c2cc(OC)c(OC)c3)ccc1)C	-7.1
P(=O)(=O)O/C=C(/c1ccccc1)\C(=O)[O-]	-5.1
O(c1cc(CCN2CCN(CC2)CCCc2ccccc2)ccc1OC)C	-6.6
S([C@@H]1[C@@H](NCc2ccccc2)[C@@H](O)[C@@H](O)[C@H]1O)C	-6.9
O(C(=O)[C@H](c1cc2c(cc1)cc(OC)cc2)C)CCCCO[N+](=O)[O-]	-5.9
O=c1[nH]c2c([nH]c1=O)cc([N+](=O)[O-])c([N+](=O)[O-])c2	-5.9
[O-]C(=O)[C@H]([NH3+])CC(=O)N	-4.2
O(C1CCCC1)c1cc([C@@H]2CNC(=O)C2)ccc1OC	-6.9
S(=O)(=O)(O)C[C@H]1O[C@H](O[P@@](=O)(O[P@@](=O)(OC[C@H]2O[C@@H](n3c(=O)[nH]c(=O)cc3)[C@H](O)[C@@H]2O)O)O)[C@H](O)[C@@H](O)[C@@H]1O	-7.4
s1c(c2[nH]ncc2)cnc1c1ccccc1	-6.2
P(=O)(OC[C@H]1O[C@@H](n2cc(c(nc2=O)N)C)[C@H](O)[C@@H]1O)(O)O	-6.8
Clc1cc([C@@]2(OCC(N[C@H]2C)(C)C)O)ccc1	-5.9
O[C@@H](C)C(=O)O	-3.9
Clc1ccc([C@]2(O)C(CN(CC2)C(=O)[C@H](NC(=O)NCC(O)(C)C)C(C)C)(C)C)cc1	-6.7
OC(=O)c1cc(N)ccc1	-4.8
SC[C@H](NCc1ccc(cc1)c1ccccc1)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)OC	-6.2
Clc1cc(C(=O)N2[C@@H](CCCC2)c2nn3c(nc(N4C[C@@H](N)CC4)c(c3)C)c2)c(NS(=O)(=O)C)cc1	-7.5
OC(=O)CCCCCCC	-4.1
Clc1cc2c(C(=C3CCNCC3)c3ncccc3CC2)cc1	-7.5
OC(=O)[C@@H](NC(=O)Cc1c2c([nH]c1)cccc2)C(C)C	-6.7
O=C(N[C@@H](CCC(=O)O)C(=O)O)[C@H]1N(CCC1)C(=O)CN	-5.6
O[C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)c2c(CC3)cc(OC(=O)c3ccccc3)cc2)CC1)C	-8.0
O=C(N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)O)[C@@H](N)CCC(=O)O	-6.7
Brc1cc(C(=O)c2c3c(oc2CC)cccc3)cc(Br)c1O	-6.9
P(=O)(O[C@H]1C[C@@H](O[C@@H]1C)n1c2ncnc(N)c2nc1)(O)O	-6.8
Fc1ccc(C(N2CCN(CC2)C/C=C/c2ccccc2)c2ccc(F)cc2)cc1	-7.5
O[C@@]1([C@@]2([C@H]([C@H]3C(=C4C(=CC(=O)CC4)CC3)[C@H](C2)c2ccc(N(C)C)cc2)CC1)C)C#CC	-7.0
O1CCN(CC1)CCNc1nnc(cc1C)c1ccccc1	-7.0
S1/C(=C\c2cc3nccnc3cc2)/C(=O)NC1=O	-6.1
N12[C@H](N(CCC2)C[C@@H](N)CC(C)C)CCC1	-5.1
S1C(C(=O)N(c2c1ccc(c2)c1c(nc(nc1N)N)CC)CCNC(=O)C)(C)C	-7.3
O(c1ccc(/C(=C(/CC)\c2ccccc2)/c2ccccc2)cc1)CCN(C)C	-6.4
O=C1N(C(=O)N[C@@H]1c1ccccc1)CC	-5.5
O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C	-6.5
FC(F)(F)c1ccc(/C=C/c2occ(n2)COc2ccc(CCCCn3nncc3)cc2)cc1	-7.2
S(CCCCC(=O)O)CC[C@H](N)C(=O)O	-5.3
S(=O)(=O)(NC(C)(C)C)c1cc(Nc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2C)ccc1	-7.2
O(C(=O)Cc1ccc(OC(=O)c2ccc(N=C(N)N)cc2)cc1)CC(=O)N(C)C	-6.9
O([C@H](C1=C(N2CC2)C(=O)C(=C(N2CC2)C1=O)C)COC(=O)N)C	-6.3
s1c(c(CC2=NCCN2)c2c1cccc2)C	-5.9
[S@](=O)(c1ccc(/C=C\2/C(=C(c3c2ccc(F)c3)CC(=O)O)C)cc1)C	-7.0
OCC1=Nc2c(NC1)[nH]c(nc2=O)N	-5.9
OC(=O)C(N)C(=O)O	-4.3
S(=O)(=O)(c1cc(c2ncnc(N3C[C@@H]([C@@H](N)C3)c3c(F)cc(F)c(F)c3)c2)ccc1)C	-7.4
O([C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)c2c(CC3)cc(O)cc2)CC1)C)C(=O)CCC(=O)O	-7.5
O=c1[nH]c2c([C@H](NCCCCCCCCCCNc3c4CCCCc4nc4c3cccc4)CCC2)cc1	-6.5
O[C@H]1[C@@H]2N(C[C@H]1O)CCC[C@H]2O	-5.2
Fc1c(C[C@@H](N)CC(=O)N2[C@@H](C(=O)NCCC2)C)cc(F)c(F)c1	-7.9
Clc1c(Oc2c(O)cc(Cl)cc2)ccc(Cl)c1	-5.7
s1cc(nc1)C(=O)O	-4.0
[nH]1c2c(c(CCNc3ccc(Nc4ccncc4)cc3)c1)cccc2	-7.2
Brc1c([C@H](Nc2c(ccc(c2)C)C(=O)C)C(=O)N)c(Br)ccc1	-6.3
Clc1cc2c(N(CC(F)(F)F)C(=O)CN=C2c2ccccc2)cc1	-7.1
O=C(N[C@H]1Cc2c3c(n(CCCCCCNC1=O)c2)cccc3)[C@H](CC(C)C)CC(=O)NO	-8.1
n1c(c2ncc(cc2)C)ccc(c1)C	-5.7
O=C(N1CCN(C2c3c(c4c2cccc4)cccc3)CC1)c1cc2c([nH]cc2)cc1	-8.0
O1C([C@H]2[C@H](c3c1cc(cc3O)CCC)C=C(CC2)C)(C)C	-7.2
O[C@]([C@H]1CCC(=CC1)C)(CCC=C(C)C)C	-5.8
F[C@@]12[C@H]([C@H]3[C@@]([C@](O)([C@H](O)C3)C(=O)CO)(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@]21C	-7.2
[O-]C(=O)C/C(=C/C(=O)[O-])/C(=O)[O-]	-4.0
Brc1c(O)c(Br)cc(Br)c1	-4.2
O([C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@H]2C(=CC(=O)CC2)C[C@H]3C)CC1)C)C(=O)C	-6.7
O=c1n(CCN(CC)CC)c2c(nc1Cc1ccc(OC)cc1)cccc2	-6.7
S(=O)(=O)(N1C[C@@H](S)CC1)c1ccc(OCC#CC)cc1	-5.7
O1c2cc3C[C@H](N(N=C(c3cc2OC1)c1ccc(N)cc1)C(=O)C)C	-7.8
Brc1c2[nH+]c3c(c([NH3+])c2ccc1)cccc3C(=O)NCCN(C)C	-6.8
O1c2c(N3CCN([C@@H](CN(c4ncccc4)C(=O)c4ccc(cc4)C#N)C)CC3)cccc2OCC1	-7.5
F[C@@]12[C@H]([C@H]3[C@@]([C@@]4(OC(O[C@@H]4C3)(C)C)C(=O)COC(=O)C)(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@]21C	-7.5
O=C(N(c1c2c(ccc1)cccc2)c1c(cccc1)C(=O)O)C(=O)O	-6.9
[18F]COc1ccc(C[C@@H](N)C(=O)O)cc1	-5.5
S1c2c(N(C[C@H](N(CC)CC)C)c3c1cccc3)cccc2	-6.5
Clc1cc(C(=O)NC[C@@H]2OCCN(C2)Cc2ccc(F)cc2)c(OCC)cc1N	-7.3
S(c1n(COCCO)c(=O)[nH]c(=O)c1C)c1ccccc1	-5.9
N1(c2c(C(c3c1cccc3)(C)C)cccc2)CCCN(C)C	-6.3
Clc1ccc([C@H](N2CCN(CC2)Cc2ccc(C(C)(C)C)cc2)c2ccccc2)cc1	-7.6
Ic1c(C(=O)N[C@H]([C@@H](O)[C@H](O)[C@H](O)CO)C=O)c(I)c(NC(=O)C)c(I)c1N(C)C(=O)C	-5.9
Cl/C=C/[C@](O)(CC)C#C	-4.1
O(CC1CCCCC1)c1nc(nc2nc[nH]c12)Nc1ccccc1	-8.1
Oc1c(C(=O)N[C@@H](CC)c2ccccc2)c2c(nc1c1ccccc1)cccc2	-8.4
Fc1cc([C@]2([C@@H](C2)C(=O)Nc2ncc(F)cc2)COc2c(nc(nc2)C)C)ccc1	-7.9
O1[C@@H]([C@@H](O)C[C@@H]1n1cc(c(=O)[nH]c1=O)C)CN1CCCCC1	-6.7
S(CC[N+](C)(C)C)C(=O)CCC	-3.9
n1(CC(C)C)c2c(nc1C)c(nc1c2nccc1)N	-6.3
S(=O)(=O)(N1[C@H](CCC1)C(=O)O)c1ccc(cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O	-6.7
Brc1c2cc(Cn3c(c(nc3CC)C3CC3)C(=O)N)ccc2oc1c1c(NS(=O)(=O)C(F)(F)F)cccc1	-7.4
S1(=O)(=O)N(CCCC1)c1ccc(S(=O)(=O)N)cc1	-6.0
s1c(NC(=O)NCCN2CCOCC2)nc2c1cc(Sc1n3nc(c4ccc(F)cc4)ccc3nn1)cc2	-8.0
Clc1c(C(=O)NC(=O)Nc2c(c(c(OCCCC(=O)O)cc2)C)C)ccc(Cl)c1	-6.7
O=c1n(c(=O)n(c2ncn(CCN[C@@H](Cc3ccccc3)C)c12)C)C	-6.5
O([C@@H]1[C@@H](O)[C@H](O[C@H]2O[C@@H](CC[C@H]2N)CN)[C@@H](N)C[C@H]1N)[C@H]1OC[C@](O)([C@H](NC)[C@H]1O)C	-6.7
S(=O)(=O)(NC(=O)N(c1nc(nc(OC)n1)C)C)c1c(cccc1)C(=O)OC	-6.4
O1[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H](O)[C@H]1CO	-6.5
F[C@H]1[C@@H](N(C(=O)N2[C@](C=C(C2)c2c(F)ccc(F)c2)(CO)c2ccccc2)C)CCN(C1)C	-8.7
Oc1cc(/C=C/c2ccc(O)cc2)cc(O)c1	-6.9
P(=O)(O)(O)CCC(=C)C=O	-4.1
[P@@](=O)(O[C@@H]1[C@H](O[C@@H](n2ccc(nc2=O)N)C1)CO)(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)C[C@@H]1O)O	-7.8
O(C(=O)[C@@H]([C@@H]1NCCCC1)c1ccccc1)C	-5.3
P(=O)(OC[C@H]1O[C@@H]([n+]2c3[nH]c(nc(=O)c3n(c2)C)N)[C@H](O)[C@@H]1O)(O)O	-7.3
OC1(CCCC1)[C@H](c1ccccc1)C(=O)OCCN(C)C	-5.7
O[C@@H]([C@H](O)C(=O)O)C(=O)O	-4.8
Oc1c(C(C)(C)C)cc(C(c2cc(C(C)(C)C)c(O)cc2)(C)C)cc1	-7.5
FC(F)(F)c1c(c(Cn2c3c(nc2C)c(cc(N2CCOCC2)c3)C(=O)O)ccc1)C	-8.1
S1c2c(CC(=O)c3c1cccc3)cc([C@@H](C)C(=O)O)cc2	-7.3
S([C@H]1[C@@H](O)[C@H](O)[C@H](O[C@@H]1OC)CO)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O)CO	-6.1
Brc1c2sc(c(c2c(c2c1cccc2)c1cc(c(O[C@H](Cc2ccccc2)C(=O)O)c(c1)C)C)C)C	-7.7
